"m","n"
"Module tensorflow.compiler.tests.stack_ops_test",80
"Module tests.stack_ops_test",80
"Module tensorflow.python.kernel_tests.linalg.sparse.conjugate_gradient_test",80
"Module tests.where_op_test",80
"Module tensorflow.compiler.tests.where_op_test",80
"Module tensorflow.python.compiler.tensorrt.test.reshape_transpose_test",80
"Module multiprocessing.dummy.__init__",80
"Module six.moves.urllib_request",79
"Module tensorflow.core.tfrt.saved_model.tests.gen_saved_model_v1",79
"Module platform.ram_file_system_test",79
"Module tensorflow.core.platform.ram_file_system_test",79
"Module tensorflow.python.kernel_tests.math_ops.cumulative_logsumexp_test",79
"Module tensorflow.python.distribute.failure_handling.failure_handling_util",79
"Module lint.generate_compile_commands",79
"Module tensorflow.python.kernel_tests.image_ops.decode_image_op_test",79
"Module tensorflow.lite.python.analyzer",79
"Module tensorflow.python.autograph.converters.functions",79
"Module tensorflow.python.distribute.experimental.dtensor_util_test",79
"Module tests.tensor_float_32_test",79
"Module tensorflow.python.data.experimental.ops.pad_to_cardinality",79
"Module tensorflow.lite.toco.logging.gen_html_test",79
"Module tensorflow.python.kernel_tests.linalg.linear_operator_permutation_test",79
"Module tensorflow.compiler.tests.tensor_float_32_test",79
"Module tensorflow.python.distribute.input_ops",79
"Module tensorflow.python.ops.resources",79
"Module third_party.xla.build_tools.lint.generate_compile_commands",79
"Module tensorflow.python.debug.cli.readline_ui",78
"Module third_party.xla.xla.python_api.xla_shape_test",78
"Module tensorflow.python.util.variable_utils_test",78
"Module tensorflow.lite.testing.op_tests.transpose",78
"Module tensorflow.python.training.saving.trace_saveable_util",78
"Module _sitebuiltins",78
"Module tensorflow.python.debug.lib.debug_service_pb2_grpc",78
"Module tensorflow.python.kernel_tests.summary_ops.summary_v1_ops_test",78
"Module tensorflow.compiler.tests.stochastic_cast_op_test",78
"Module tests.stochastic_cast_op_test",78
"Module tensorflow.python.ops.cudnn_rnn_grad",78
"Module tensorflow.python.data.benchmarks.batch_benchmark",78
"Module tensorflow.python.kernel_tests.nn_ops.conv1d_test",78
"Module tensorflow.python.eager.polymorphic_function.saved_model_exported_concrete",78
"Module bisect",78
"Module tensorflow.lite.experimental.acceleration.mini_benchmark.metrics.blazeface_metrics",78
"Module tensorflow.python.data.experimental.kernel_tests.optimization.filter_fusion_test",77
"Module tensorflow.python.util.tf_stack_test",77
"Module tensorflow.lite.tutorials.dataset",77
"Module tests.conv_node_name_test",77
"Module tensorflow.compiler.tests.conv_node_name_test",77
"Module tensorflow.python.autograph.converters.directives_test",77
"Module tensorflow.python.training.proximal_gradient_descent",77
"Module tensorflow.python.keras.saving.model_config",77
"Module tensorflow.python.compiler.tensorrt.test.quantization_test",77
"Module tensorflow.python.autograph.converters.functions_test",77
"Module tensorflow.python.training.localhost_cluster_performance_test",76
"Module tensorflow.python.kernel_tests.array_ops.batch_scatter_ops_test",76
"Module python.tests.numerics_test",76
"Module tensorflow.python.tools.api.generator2.shared.exported_api",76
"Module third_party.xla.build_tools.lint.diff_parser",76
"Module tensorflow.python.eager.polymorphic_function.function_context",76
"Module tensorflow.python.keras.layers.serialization",76
"Module lint.diff_parser",76
"Module tensorflow.dtensor.python.tests.numerics_test",76
"Module tensorflow.python.data.ops.sample_from_datasets_op",76
"Module tensorflow.python.ops.control_flow_ops_benchmark",75
"Module tensorflow.python.autograph.tests.logical_expression_test",75
"Script third_party.xla.xla.service.generate_test_hlo_checks",75
"Module tensorflow.python.framework.byte_swap_tensor",75
"Module tensorflow.python.autograph.impl.conversion_test",75
"Module tensorflow.python.ops.ragged.ragged_operators_test",75
"Module tensorflow.python.kernel_tests.random.random_index_shuffle_test",75
"Module tensorflow.lite.testing.op_tests.gather_nd",75
"Module __future__",75
"Module _threading_local",75
"Module tensorflow.python.kernel_tests.io_ops.save_restore_ops_test",75
"Module tensorflow.python.saved_model.revived_types_test",75
"Module tensorflow.python.ops.quantized_ops_test",75
"Module tensorflow.python.keras.utils.dataset_creator",75
"Module ragged.ragged_operators_test",75
"Module tensorflow.python.distribute.cluster_resolver.sagemaker_cluster_resolver_test",75
"Module tensorflow.python.autograph.core.function_wrappers",75
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_sequence_feature_test",74
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.integration_test.concurrency_test",74
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_tensor_dense_matmul_grad_test",74
"Module tensorflow.lite.testing.op_tests.static_rnn_with_control_flow_v2",74
"Module tensorflow.examples.custom_ops_doc.multiplex_4.multiplex_4_test",74
"Module tensorflow.python.autograph.tests.loop_control_flow_illegal_cases_test",74
"Module python.numpy_util",74
"Module tensorflow.dtensor.python.numpy_util",74
"Module tensorflow.lite.testing.op_tests.pack",74
"Module tensorflow.python.debug.lib.profiling",73
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_sequence_feature_test",73
"Module tensorflow.lite.testing.op_tests.shape_to_strided_slice",73
"Module tensorflow.python.kernel_tests.image_ops.extract_volume_patches_grad_test",73
"Module tensorflow.python.data.kernel_tests.unique_test",73
"Module tkinter.constants",73
"Module tensorflow.python.autograph.lang.special_functions_test",73
"Module tensorflow.python.compat.v2_compat",73
"Module tensorflow.python.data.experimental.__init__",73
"Module tensorflow.python.data.experimental.kernel_tests.service.multi_process_cluster_test",73
"Module tensorflow.lite.testing.op_tests.lstm",72
"Module numpy_ops.np_logic_test",72
"Module tkinter.messagebox",72
"Module tensorflow.python.keras.utils.np_utils",72
"Module tensorflow.python.compiler.tensorrt.test.unary_test",72
"Module tensorflow.python.keras.distribute.distributed_file_utils",72
"Module tensorflow.python.ops.numpy_ops.np_logic_test",72
"Module tensorflow.python.trackable.layer_utils",72
"Module tensorflow.python.kernel_tests.signal.test_util",72
"Module lint.check_contents_test",72
"Module tensorflow.lite.testing.op_tests.prelu",72
"Module tensorflow.python.compiler.tensorrt.test.batch_matmul_test",72
"Module tensorflow.python.keras.engine.partial_batch_padding_handler",72
"Module tensorflow.python.layers.utils_test",72
"Module tensorflow.lite.testing.op_tests.squeeze",72
"Module tensorflow.python.tools.saved_model_utils_test",72
"Module third_party.xla.build_tools.lint.check_contents_test",72
"Module tensorflow.python.distribute.ps_values_test",71
"Script squash_testlogs.py",71
"Module tensorflow.python.framework.traceable_stack_test",71
"Module tensorflow.python.data.ops.ragged_batch_op",71
"Module tensorflow.python.framework.common_shapes",71
"Module tensorflow.python.framework.c_api_util_test",71
"Module tensorflow.python.autograph.operators.variables",71
"Module tensorflow.python.data.experimental.kernel_tests.optimization.seq_interleave_prefetch_test",71
"Script lib2to3.pgen2.token",71
"Module tensorflow.python.keras.combinations",71
"Module tensorflow.python.tpu.tests.tpu_embedding_v1_correctness_test",71
"Module tensorflow.python.data.experimental.ops.global_shuffle_op",71
"Module tensorflow.python.distribute.step_fn",71
"Module tensorflow.python.kernel_tests.summary_ops.summary_v1_image_op_test",70
"Module tensorflow.lite.testing.op_tests.padv2",70
"Script tensorflow.tools.ci_build.builds.check_system_libs",70
"Module tensorflow.python.data.experimental.kernel_tests.prefetch_with_slack_test",70
"Module tensorflow.python.kernel_tests.array_ops.bitcast_op_test",70
"Module tensorflow.python.checkpoint.benchmarks_test",70
"Module tensorflow.examples.speech_commands.label_wav_dir",70
"Script keyword",70
"Module tensorflow.python.distribute.single_loss_example",70
"Module tensorflow.python.kernel_tests.strings_ops.string_to_number_op_test",70
"Module tensorflow.python.debug.examples.v1.debug_keras",70
"Script virtual_root_template_v1.__init__.py",70
"Module ragged.ragged_from_sparse_op_test",69
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_base_test",69
"Module tensorflow.lite.tools.signature.signature_def_utils",69
"Module tensorflow.lite.testing.op_tests.conv3d_transpose",69
"Module tensorflow.python.util.traceback_utils_test",69
"Module tensorflow.python.ops.ragged.ragged_from_sparse_op_test",69
"Module tensorflow.python.checkpoint.checkpoint_metrics_test",69
"Module tensorflow.python.profiler.profiler_v2_test",69
"Module tensorflow.python.ops.ragged.ragged_image_ops",69
"Module ragged.ragged_image_ops",69
"Module tensorflow.python.data.experimental.kernel_tests.make_saveable_from_iterator_test",69
"Module tensorflow.lite.tools.evaluation.tasks.imagenet_image_classification.generate_validation_labels",69
"Module tensorflow.python.grappler.constant_folding_test",68
"Module distutils.errors",68
"Module tensorflow.core.function.capture.by_ref_capture_test",68
"Module tensorflow.python.platform.flags",68
"Module model_utils.mode_keys",68
"Module tests.xla_custom_call_ops_test",68
"Module tensorflow.compiler.tests.xla_custom_call_ops_test",68
"Module tensorflow.compiler.tests.quantized_ops_test",68
"Module tests.quantized_ops_test",68
"Module tensorflow.python.saved_model.model_utils.mode_keys",68
"Module tensorflow.tools.benchmark.parse_onednn_benchmarks",67
"Module tensorflow.python.debug.examples.v1.debug_fibonacci",67
"Module tensorflow.lite.testing.op_tests.reshape",67
"Module tests.argminmax_test",67
"Module email.base64mime",67
"Module tensorflow.python.training.saving.saveable_object",67
"Module tensorflow.python.util.example_parser_configuration_test",67
"Module tensorflow.tools.common.traverse",67
"Module registration.tf_registration_test",67
"Module tensorflow.python.saved_model.registration.tf_registration_test",67
"Module tensorflow.compiler.tests.argminmax_test",67
"Module tensorflow.examples.speech_commands.label_wav",67
"Module tensorflow.lite.testing.op_tests.einsum",66
"Module tensorflow.python.autograph.lang.directives",66
"Module tensorflow.lite.testing.op_tests.bitcast",66
"Module tensorflow.python.eager.memory_tests.memory_test",66
"Module tensorflow.python.autograph.core.ag_ctx",66
"Module tensorflow.python.autograph.converters.variables",66
"Module tensorflow.python.framework.py_context_manager_test",66
"Module tensorflow.lite.testing.op_tests.parse_example",66
"Script virtual_root_template_v2.__init__.py",66
"Module tests.reduce_window_test",66
"Module tensorflow.compiler.tests.reduce_window_test",66
"Module tensorflow.python.saved_model.simple_save",66
"Module tensorflow.python.distribute.experimental.mirrored_strategy",66
"Module tensorflow.python.summary.summary_iterator",65
"Module tensorflow.python.compiler.xla.tests.jit_compile_test",65
"Module tensorflow.compiler.mlir.tfr.examples.pad.pad_ops_test",65
"Module trace_type.serialization",65
"Module tensorflow.core.function.trace_type.serialization",65
"Module tensorflow.tools.proto_splitter.testdata.many_field_gen",65
"Module tensorflow.python.autograph.pyct.loader",65
"Module tensorflow.python.compiler.tensorrt.test.dynamic_input_shapes_test",65
"Module tensorflow.python.ops.summary_op_util",65
"Module tensorflow.python.eager.tape",65
"Module tensorflow.python.debug.examples.v1.debug_errors",65
"Module tensorflow.python.ops.tensor_array_ops_test",65
"Module tensorflow.python.util.object_identity_test",65
"Module tensorflow.python.debug.wrappers.disk_usage_test",64
"Module tensorflow.compiler.tests.dynamic_stitch_test",64
"Module tests.dynamic_stitch_test",64
"Module tensorflow.python.debug.lib.profiling_test",64
"Module ragged.ragged_rank_op_test",64
"Module tensorflow.python.ops.ragged.ragged_rank_op_test",64
"Module tensorflow.python.kernel_tests.math_ops.reduce_benchmark_test",64
"Module tensorflow.tools.docs.generate2_test",64
"Module tensorflow.python.ops.embedding_ops_test",64
"Module tensorflow.lite.toco.python.toco_from_protos",64
"Module tensorflow.lite.toco.python.toco_from_protos_test",64
"Module tensorflow.python.framework.immutable_dict_test",64
"Module tensorflow.python.debug.lib.debug_graphs_test",64
"Module tensorflow.python.trackable.python_state",64
"Module tensorflow.python.kernel_tests.strings_ops.regex_full_match_op_test",64
"Module tensorflow.python.grappler.item",63
"Module tensorflow.compiler.tests.listdiff_op_test",63
"Module tensorflow.python.eager.backprop_util",63
"Module tensorflow.core.tfrt.saved_model.tests.gen_hash_table_asset_v1",63
"Script squash_testlogs.py",63
"Module tensorflow.python.feature_column.serialization_test",63
"Module tensorflow.python.framework.experimental.graph_building_test",63
"Module tensorflow.lite.testing.op_tests.resize_bilinear",63
"Module tensorflow.python.trackable.base_delegate_test",63
"Module tensorflow.lite.python.wrap_toco",63
"Module tensorflow.core.function.polymorphism.function_cache",63
"Module tensorflow.compiler.mlir.lite.python.wrap_converter",63
"Module tests.listdiff_op_test",63
"Module tensorflow.python.kernel_tests.variables.dense_update_ops_test",62
"Module tensorflow.lite.testing.op_tests.fully_connected_4bit_hybrid",62
"Module tensorflow.python.ops.ragged.ragged_reverse_op_test",62
"Module tensorflow.core.tfrt.saved_model.tests.gen_control_flow_v1",62
"Module tests.dynamic_slice_ops_test",62
"Module tensorflow.compiler.tests.dynamic_slice_ops_test",62
"Module ragged.ragged_reverse_op_test",62
"Module tensorflow.python.data.experimental.kernel_tests.service.cross_trainer_cache_ft_test",62
"Module tensorflow.python.compiler.tensorrt.test.testdata.gen_tf_variablev2_model",61
"Module tensorflow.compiler.tests.test_utils",61
"Module tensorflow.lite.testing.op_tests.identify_dilated_conv",61
"Module distutils.dep_util",61
"Module tensorflow.lite.testing.op_tests.arg_min_max",61
